,Year_Birth,Education,Age,Age_Group,Income,IncomeClass,FamilySize,Dt_Customer,Recency,Day_Joined,Month_Joined,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,T_AmountSpent,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,T_NPurchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,T_AcceptedCmpgn
135,1967,Postgraduate,47,Middle-aged,62981.0,Middle,2,2013-03-17,21,Sunday,March,796.0,14.0,590.0,38.0,44.0,0.0,1482.0,1,4,5,13,3,23,0,1,0,0,0,1
136,1976,Basic,38,Young Adults,9548.0,Poor,2,2012-08-08,31,Wednesday,August,0.0,1.0,3.0,10.0,6.0,9.0,29.0,2,1,0,3,8,6,0,0,0,0,0,0
137,1959,Postgraduate,55,Middle-aged,33762.0,Lower Middle,5,2013-07-07,61,Sunday,July,53.0,1.0,34.0,2.0,0.0,16.0,106.0,3,2,2,2,8,9,0,0,0,0,0,0
138,1973,Postgraduate,41,Middle-aged,35860.0,Lower Middle,3,2014-05-19,37,Monday,May,15.0,0.0,8.0,4.0,2.0,20.0,49.0,2,1,1,2,5,6,1,0,0,0,0,1
139,1965,Postgraduate,49,Middle-aged,36921.0,Lower Middle,3,2013-07-28,74,Sunday,July,17.0,1.0,12.0,3.0,1.0,4.0,38.0,2,2,0,3,7,7,0,0,0,0,0,0
140,1992,Postgraduate,22,Young Adults,92859.0,Middle,1,2012-10-19,46,Friday,October,962.0,61.0,921.0,52.0,61.0,20.0,2077.0,1,5,4,12,2,22,0,0,0,0,0,0
141,1976,Postgraduate,38,Young Adults,65104.0,Middle,3,2013-11-14,4,Thursday,November,738.0,0.0,232.0,13.0,20.0,50.0,1053.0,2,3,5,7,7,17,0,0,0,0,0,0
142,1962,Undergraduate,52,Middle-aged,86111.0,Middle,2,2013-04-19,73,Friday,April,399.0,28.0,756.0,36.0,40.0,126.0,1385.0,1,5,7,10,2,23,0,0,0,0,0,0
143,1974,Postgraduate,40,Middle-aged,68352.0,Middle,2,2013-08-28,47,Wednesday,August,614.0,16.0,132.0,43.0,33.0,33.0,871.0,3,8,5,9,6,25,0,0,0,0,0,0
144,1988,Undergraduate,26,Young Adults,41883.0,Lower Middle,3,2013-03-19,13,Tuesday,March,32.0,34.0,41.0,73.0,16.0,116.0,312.0,3,4,2,3,7,12,0,0,0,0,0,0
145,1976,Undergraduate,38,Young Adults,59809.0,Middle,4,2012-10-18,36,Thursday,October,598.0,16.0,141.0,32.0,41.0,49.0,877.0,3,3,3,6,8,15,0,0,0,0,0,0
146,1975,Undergraduate,39,Young Adults,23957.0,Poor,3,2012-10-28,47,Sunday,October,2.0,1.0,18.0,20.0,11.0,16.0,68.0,1,2,0,3,6,6,0,0,0,0,0,0
147,1981,Undergraduate,33,Young Adults,38547.0,Lower Middle,3,2013-08-28,49,Wednesday,August,6.0,1.0,10.0,0.0,1.0,4.0,22.0,1,1,0,2,8,4,0,0,0,0,0,0
148,1973,Postgraduate,41,Middle-aged,35688.0,Lower Middle,5,2012-08-22,94,Wednesday,August,73.0,3.0,90.0,12.0,1.0,32.0,211.0,7,4,1,4,8,16,0,0,0,0,0,0
149,1966,Postgraduate,48,Middle-aged,49605.0,Lower Middle,2,2014-06-21,65,Saturday,June,42.0,16.0,29.0,12.0,20.0,8.0,127.0,1,2,1,4,3,8,0,0,0,0,0,0
150,1953,Postgraduate,61,Old,59354.0,Middle,4,2014-04-24,59,Thursday,April,295.0,21.0,78.0,39.0,13.0,13.0,459.0,1,4,4,7,3,16,0,0,0,0,0,0
151,1969,Undergraduate,45,Middle-aged,65747.0,Middle,3,2014-03-07,96,Friday,March,346.0,17.0,48.0,23.0,13.0,13.0,460.0,4,8,1,6,6,19,0,1,0,0,0,1
152,1972,Postgraduate,42,Middle-aged,46344.0,Lower Middle,3,2012-12-14,28,Friday,December,233.0,20.0,57.0,8.0,20.0,91.0,429.0,4,7,1,5,7,17,0,0,0,0,0,0
153,1988,Undergraduate,26,Young Adults,34176.0,Lower Middle,2,2014-05-12,12,Monday,May,5.0,7.0,24.0,19.0,14.0,20.0,89.0,4,3,0,4,6,11,0,0,0,0,0,0
154,1952,Postgraduate,62,Old,61010.0,Middle,3,2012-10-09,57,Tuesday,October,888.0,0.0,57.0,0.0,0.0,76.0,1021.0,2,8,5,11,5,26,0,0,0,0,0,0
155,1949,Undergraduate,65,Old,69372.0,Middle,2,2013-02-19,10,Tuesday,February,997.0,26.0,269.0,34.0,13.0,42.0,1381.0,1,10,4,6,4,21,0,1,1,0,0,2
156,1958,Undergraduate,56,Middle-aged,49967.0,Lower Middle,2,2013-07-08,4,Monday,July,212.0,6.0,69.0,4.0,12.0,3.0,306.0,3,6,1,5,7,15,0,0,0,0,0,0
157,1978,Undergraduate,36,Young Adults,60199.0,Middle,4,2013-09-12,49,Thursday,September,8.0,1.0,7.0,2.0,0.0,0.0,18.0,1,0,0,3,4,4,0,0,0,0,0,0
158,1977,Undergraduate,37,Young Adults,55375.0,Middle,3,2013-10-17,3,Thursday,October,42.0,11.0,57.0,10.0,28.0,14.0,162.0,1,1,1,6,2,9,0,0,0,0,0,0
159,1955,Undergraduate,59,Middle-aged,80317.0,Middle,1,2013-08-20,64,Tuesday,August,536.0,11.0,387.0,149.0,91.0,57.0,1231.0,1,3,4,10,1,18,0,0,0,0,0,0
160,1958,Postgraduate,56,Middle-aged,30523.0,Lower Middle,4,2013-07-01,0,Monday,July,5.0,0.0,3.0,0.0,0.0,5.0,13.0,1,1,0,2,7,4,0,0,0,0,0,0
161,1945,Postgraduate,69,Old,70356.0,Middle,2,2012-11-05,20,Monday,November,1349.0,16.0,249.0,43.0,16.0,33.0,1706.0,2,10,6,9,6,27,0,0,0,0,0,0
162,1984,Undergraduate,30,Young Adults,23228.0,Poor,3,2014-01-05,91,Sunday,January,53.0,3.0,49.0,7.0,4.0,5.0,121.0,4,3,0,4,8,11,0,0,0,0,0,0
163,1975,Postgraduate,39,Young Adults,74165.0,Middle,1,2013-05-01,9,Wednesday,May,1001.0,12.0,240.0,16.0,12.0,12.0,1293.0,1,5,4,10,2,20,0,0,0,0,0,0
164,1973,Postgraduate,41,Middle-aged,157243.0,Upper Middle,3,2014-03-01,98,Saturday,March,20.0,2.0,1582.0,1.0,2.0,1.0,1608.0,15,0,22,0,0,37,0,0,0,0,0,0
165,1966,Undergraduate,48,Middle-aged,43482.0,Lower Middle,5,2013-11-13,83,Wednesday,November,18.0,1.0,32.0,6.0,3.0,28.0,88.0,3,2,0,4,6,9,0,0,0,0,0,0
166,1953,Undergraduate,61,Old,62551.0,Middle,1,2013-11-18,27,Monday,November,125.0,16.0,98.0,134.0,21.0,27.0,421.0,1,6,7,4,3,18,1,0,0,0,0,1
167,1959,Undergraduate,55,Middle-aged,52332.0,Middle,1,2013-08-28,63,Wednesday,August,212.0,5.0,33.0,7.0,0.0,2.0,259.0,1,3,2,6,4,12,0,1,0,0,0,1
168,1988,Undergraduate,26,Young Adults,66951.0,Middle,1,2013-11-02,46,Saturday,November,277.0,162.0,305.0,173.0,76.0,124.0,1117.0,1,3,4,7,1,15,0,0,0,0,0,0
169,1957,Undergraduate,57,Middle-aged,26091.0,Poor,4,2014-02-25,84,Tuesday,February,15.0,10.0,19.0,8.0,17.0,20.0,89.0,3,2,1,3,5,9,0,0,0,0,0,0
170,1965,Undergraduate,49,Middle-aged,33456.0,Lower Middle,4,2014-04-21,58,Monday,April,7.0,3.0,10.0,8.0,1.0,7.0,36.0,2,1,0,3,7,6,0,0,0,0,0,0
171,1982,Undergraduate,32,Young Adults,28718.0,Poor,3,2013-07-13,78,Saturday,July,12.0,4.0,6.0,11.0,8.0,16.0,57.0,2,2,0,3,8,7,0,0,0,0,0,0
172,1970,Undergraduate,44,Middle-aged,50447.0,Middle,4,2014-04-21,4,Monday,April,85.0,7.0,24.0,2.0,3.0,27.0,148.0,1,3,1,3,6,8,0,0,0,0,0,0
173,1959,Postgraduate,55,Middle-aged,53537.0,Middle,4,2014-01-30,17,Thursday,January,81.0,0.0,6.0,0.0,0.0,6.0,93.0,2,2,1,3,5,8,0,0,0,0,0,0
174,1967,Undergraduate,47,Middle-aged,52074.0,Middle,2,2014-04-04,77,Friday,April,59.0,0.0,12.0,0.0,0.0,48.0,119.0,1,2,2,2,4,7,1,0,0,0,0,1
175,1975,Postgraduate,39,Young Adults,80427.0,Middle,3,2012-09-12,56,Wednesday,September,1149.0,71.0,449.0,69.0,71.0,26.0,1835.0,1,11,8,8,5,28,0,0,0,0,0,0
176,1948,Postgraduate,66,Old,83837.0,Middle,2,2012-12-16,79,Sunday,December,847.0,66.0,119.0,86.0,89.0,111.0,1318.0,1,9,10,5,4,25,0,1,0,1,0,2
177,1970,Postgraduate,44,Middle-aged,38853.0,Lower Middle,4,2014-05-23,90,Friday,May,29.0,0.0,14.0,0.0,0.0,2.0,45.0,2,2,0,3,7,7,0,0,0,0,0,0
178,1959,Undergraduate,55,Middle-aged,38285.0,Lower Middle,5,2014-06-24,96,Tuesday,June,2.0,0.0,5.0,2.0,0.0,1.0,10.0,1,0,0,3,2,4,0,0,0,0,0,0
180,1976,Postgraduate,38,Young Adults,51650.0,Middle,3,2014-05-11,81,Sunday,May,152.0,3.0,22.0,2.0,5.0,7.0,191.0,1,4,1,4,5,10,0,0,0,0,0,0
181,1988,Postgraduate,26,Young Adults,16248.0,Poor,3,2014-05-10,77,Saturday,May,12.0,11.0,10.0,3.0,12.0,9.0,57.0,3,2,1,3,6,9,0,0,0,0,0,0
182,1946,Postgraduate,68,Old,66835.0,Middle,2,2013-09-28,21,Saturday,September,620.0,26.0,195.0,34.0,17.0,141.0,1033.0,1,6,4,13,2,24,0,0,0,0,0,0
183,1984,Postgraduate,30,Young Adults,30477.0,Lower Middle,3,2014-01-22,16,Wednesday,January,47.0,1.0,6.0,0.0,0.0,12.0,66.0,1,1,1,3,6,6,0,0,0,0,0,0
184,1961,Basic,53,Middle-aged,28249.0,Poor,2,2014-06-15,80,Sunday,June,1.0,9.0,7.0,2.0,14.0,10.0,43.0,1,2,0,3,6,6,0,0,0,0,0,0
185,1983,Undergraduate,31,Young Adults,25271.0,Poor,3,2012-12-05,45,Wednesday,December,10.0,1.0,18.0,10.0,4.0,7.0,50.0,1,1,1,2,9,5,0,0,0,0,0,0
186,1970,Postgraduate,44,Middle-aged,32303.0,Lower Middle,2,2014-03-08,63,Saturday,March,35.0,0.0,2.0,0.0,0.0,2.0,39.0,2,1,0,4,5,7,0,0,0,0,0,0
187,1966,Undergraduate,48,Middle-aged,61286.0,Middle,3,2013-08-02,34,Friday,August,356.0,0.0,107.0,19.0,9.0,117.0,608.0,2,7,1,8,5,18,0,0,0,0,0,0
188,1976,Undergraduate,38,Young Adults,74068.0,Middle,2,2013-03-19,14,Tuesday,March,783.0,30.0,537.0,140.0,76.0,15.0,1581.0,1,4,10,9,2,24,0,0,0,0,0,0
189,1964,Postgraduate,50,Middle-aged,45759.0,Lower Middle,4,2013-02-23,13,Saturday,February,42.0,1.0,18.0,3.0,0.0,4.0,68.0,2,2,0,3,7,7,0,0,0,0,0,0
190,1978,Basic,36,Young Adults,24882.0,Poor,3,2012-09-09,52,Sunday,September,1.0,4.0,10.0,29.0,0.0,36.0,80.0,1,1,1,2,6,5,1,0,0,0,0,1
191,1989,Postgraduate,25,Young Adults,66973.0,Middle,2,2013-05-17,98,Friday,May,466.0,22.0,432.0,147.0,113.0,102.0,1282.0,1,8,7,12,3,28,0,0,0,0,0,0
193,1988,Undergraduate,26,Young Adults,38872.0,Lower Middle,3,2013-05-30,93,Thursday,May,23.0,3.0,21.0,3.0,19.0,22.0,91.0,2,3,0,3,8,8,0,0,0,0,0,0
194,1973,Undergraduate,41,Middle-aged,51148.0,Middle,4,2013-02-18,38,Monday,February,235.0,6.0,45.0,8.0,9.0,12.0,315.0,4,5,1,6,6,16,0,0,0,0,0,0
195,1977,Undergraduate,37,Young Adults,31353.0,Lower Middle,4,2013-12-29,24,Sunday,December,10.0,0.0,10.0,3.0,1.0,7.0,31.0,2,1,1,2,8,6,0,0,0,0,0,0
196,1980,Postgraduate,34,Young Adults,69661.0,Middle,2,2014-05-13,80,Tuesday,May,656.0,16.0,106.0,32.0,16.0,8.0,834.0,1,7,3,12,3,23,0,0,0,0,0,0
197,1954,Undergraduate,60,Old,80067.0,Middle,2,2013-09-19,82,Thursday,September,519.0,17.0,813.0,27.0,173.0,51.0,1600.0,1,4,6,6,2,17,0,0,1,0,0,1
198,1954,Undergraduate,60,Old,86718.0,Middle,2,2013-01-17,20,Thursday,January,344.0,189.0,482.0,50.0,33.0,172.0,1270.0,1,5,6,5,2,17,0,0,0,0,0,0
199,1973,Postgraduate,41,Middle-aged,46854.0,Lower Middle,3,2014-03-31,81,Monday,March,96.0,1.0,79.0,7.0,1.0,79.0,263.0,6,5,1,3,8,15,1,0,0,0,0,1
200,1952,Undergraduate,62,Old,69142.0,Middle,2,2014-06-29,50,Sunday,June,448.0,4.0,34.0,6.0,4.0,39.0,535.0,3,8,1,7,5,19,0,1,0,0,0,1
201,1968,Undergraduate,46,Middle-aged,75922.0,Middle,1,2013-12-09,60,Monday,December,265.0,138.0,553.0,224.0,23.0,92.0,1295.0,1,4,4,9,1,18,0,0,0,0,0,0
202,1978,Undergraduate,36,Young Adults,63693.0,Middle,2,2013-10-14,63,Monday,October,587.0,43.0,337.0,42.0,87.0,54.0,1150.0,3,11,6,9,6,29,0,0,0,0,0,0
203,1977,Postgraduate,37,Young Adults,102160.0,Upper Middle,2,2012-11-02,54,Friday,November,763.0,29.0,138.0,76.0,176.0,58.0,1240.0,0,7,9,10,4,26,0,1,1,1,0,3
204,1965,Postgraduate,49,Middle-aged,40637.0,Lower Middle,3,2013-07-17,72,Wednesday,July,22.0,0.0,13.0,0.0,0.0,3.0,38.0,2,1,0,3,7,6,0,0,0,0,0,0
205,1984,Postgraduate,30,Young Adults,18890.0,Poor,1,2012-11-10,5,Saturday,November,6.0,4.0,1.0,7.0,2.0,15.0,35.0,1,0,1,2,6,4,1,0,0,0,0,1
206,1988,Undergraduate,26,Young Adults,29604.0,Poor,3,2013-12-08,88,Sunday,December,7.0,6.0,13.0,7.0,6.0,14.0,53.0,1,1,0,3,9,5,1,0,0,0,0,1
207,1963,Postgraduate,51,Middle-aged,48721.0,Lower Middle,3,2013-05-13,50,Monday,May,81.0,18.0,113.0,47.0,13.0,21.0,293.0,6,4,2,5,6,17,0,0,0,0,0,0
208,1966,Undergraduate,48,Middle-aged,44794.0,Lower Middle,3,2014-06-08,99,Sunday,June,54.0,0.0,7.0,0.0,0.0,4.0,65.0,1,2,0,3,6,6,0,0,0,0,0,0
209,1954,Undergraduate,60,Old,64497.0,Middle,2,2012-09-10,17,Monday,September,1170.0,48.0,320.0,42.0,32.0,192.0,1804.0,5,11,4,9,8,29,1,0,0,0,0,1
210,1956,Undergraduate,58,Middle-aged,46097.0,Lower Middle,3,2013-03-31,11,Sunday,March,72.0,24.0,68.0,65.0,4.0,8.0,241.0,5,3,1,6,4,15,0,0,0,0,0,0
211,1954,Undergraduate,60,Old,77972.0,Middle,2,2014-03-18,18,Tuesday,March,613.0,22.0,319.0,33.0,102.0,12.0,1101.0,1,4,6,9,1,20,0,0,0,0,0,0
212,1968,Postgraduate,46,Middle-aged,44377.0,Lower Middle,4,2012-10-05,70,Friday,October,224.0,0.0,30.0,0.0,0.0,10.0,264.0,8,5,1,5,8,19,0,0,0,0,0,0
213,1974,Postgraduate,40,Middle-aged,46014.0,Lower Middle,4,2013-01-21,21,Monday,January,410.0,0.0,59.0,19.0,9.0,44.0,541.0,10,7,1,8,7,26,0,0,0,0,0,0
214,1985,Undergraduate,29,Young Adults,70951.0,Middle,2,2013-05-04,66,Saturday,May,239.0,10.0,554.0,254.0,87.0,54.0,1198.0,1,3,4,9,1,17,0,0,0,0,0,0
215,1977,Undergraduate,37,Young Adults,41443.0,Lower Middle,3,2014-04-01,79,Tuesday,April,171.0,7.0,171.0,25.0,19.0,89.0,482.0,6,8,1,5,8,20,0,0,0,0,0,0
216,1978,Postgraduate,36,Young Adults,52195.0,Middle,4,2014-05-12,2,Monday,May,12.0,0.0,4.0,0.0,0.0,1.0,17.0,1,1,0,2,8,4,0,0,0,0,0,0
217,1948,Postgraduate,66,Old,83790.0,Middle,2,2013-11-15,81,Friday,November,1076.0,16.0,417.0,42.0,48.0,16.0,1615.0,1,8,10,6,3,25,0,1,1,0,0,2
218,1954,Postgraduate,60,Old,44551.0,Lower Middle,2,2013-08-31,24,Saturday,August,182.0,4.0,33.0,0.0,0.0,66.0,285.0,2,4,1,5,7,12,0,0,0,0,0,0
219,1980,Undergraduate,34,Young Adults,69508.0,Middle,3,2012-11-14,48,Wednesday,November,824.0,32.0,162.0,42.0,32.0,43.0,1135.0,2,11,4,11,6,28,0,0,0,0,0,0
220,1988,Postgraduate,26,Young Adults,45204.0,Lower Middle,3,2014-04-11,93,Friday,April,30.0,11.0,25.0,29.0,1.0,18.0,114.0,1,1,1,4,3,7,0,0,0,0,0,0
221,1969,Undergraduate,45,Middle-aged,72460.0,Middle,2,2013-11-14,56,Thursday,November,377.0,10.0,540.0,80.0,30.0,10.0,1047.0,1,3,5,7,1,16,0,0,0,0,0,0
222,1970,Postgraduate,44,Middle-aged,77622.0,Middle,4,2014-04-14,3,Monday,April,520.0,7.0,154.0,19.0,0.0,14.0,714.0,2,6,3,11,3,22,0,0,0,0,0,0
223,1980,Postgraduate,34,Young Adults,30732.0,Lower Middle,3,2013-01-05,44,Saturday,January,155.0,1.0,25.0,0.0,1.0,3.0,185.0,4,4,1,4,8,13,0,0,0,0,0,0
224,1962,Undergraduate,52,Middle-aged,63887.0,Middle,2,2012-09-08,38,Saturday,September,897.0,23.0,207.0,15.0,11.0,92.0,1245.0,5,9,6,12,6,32,0,0,0,0,0,0
225,1978,Undergraduate,36,Young Adults,42011.0,Lower Middle,3,2013-03-26,46,Tuesday,March,131.0,0.0,16.0,2.0,1.0,39.0,189.0,4,3,1,4,8,12,0,0,0,0,0,0
226,1976,Undergraduate,38,Young Adults,51369.0,Middle,3,2012-10-25,84,Thursday,October,297.0,7.0,79.0,0.0,11.0,182.0,576.0,2,8,2,4,8,16,0,0,0,0,0,0
227,1952,Undergraduate,62,Old,51537.0,Middle,2,2012-12-09,27,Sunday,December,787.0,20.0,204.0,0.0,0.0,92.0,1103.0,3,2,2,11,8,18,0,0,0,0,0,0
228,1972,Postgraduate,42,Middle-aged,79930.0,Middle,2,2012-08-08,72,Wednesday,August,792.0,86.0,740.0,67.0,51.0,17.0,1753.0,1,3,5,8,2,17,0,0,0,0,0,0
229,1986,Postgraduate,28,Young Adults,34320.0,Lower Middle,3,2014-02-16,66,Sunday,February,4.0,1.0,9.0,3.0,0.0,0.0,17.0,1,1,0,2,8,4,0,0,0,0,0,0
230,1966,Undergraduate,48,Middle-aged,37070.0,Lower Middle,3,2013-03-20,30,Wednesday,March,231.0,7.0,137.0,4.0,15.0,39.0,433.0,9,5,1,8,7,23,0,0,0,0,0,0
231,1962,Postgraduate,52,Middle-aged,81975.0,Middle,2,2013-01-05,2,Saturday,January,983.0,76.0,184.0,180.0,138.0,27.0,1588.0,1,6,3,4,7,14,0,0,1,0,0,1
232,1971,Undergraduate,43,Middle-aged,38590.0,Lower Middle,3,2013-05-15,65,Wednesday,May,3.0,1.0,8.0,4.0,3.0,3.0,22.0,1,1,0,2,8,4,0,0,0,0,0,0
233,1951,Undergraduate,63,Old,15033.0,Poor,1,2014-04-16,37,Wednesday,April,0.0,4.0,5.0,6.0,0.0,4.0,19.0,1,1,0,3,3,5,0,0,0,0,0,0
234,1965,Postgraduate,49,Middle-aged,62745.0,Middle,3,2013-03-23,89,Saturday,March,562.0,21.0,464.0,28.0,10.0,32.0,1117.0,3,7,8,11,5,29,0,0,0,0,0,0
235,1975,Postgraduate,39,Young Adults,22212.0,Poor,3,2013-12-09,49,Monday,December,5.0,9.0,20.0,6.0,8.0,21.0,69.0,2,2,0,4,6,8,0,0,0,0,0,0
236,1982,Postgraduate,32,Young Adults,23661.0,Poor,3,2013-12-04,46,Wednesday,December,18.0,0.0,4.0,0.0,0.0,1.0,23.0,1,1,0,3,7,5,0,0,0,0,0,0
237,1958,Postgraduate,56,Middle-aged,79761.0,Middle,2,2013-10-04,32,Friday,October,415.0,5.0,124.0,15.0,35.0,11.0,605.0,1,5,2,11,3,19,0,0,0,0,0,0
238,1973,Undergraduate,41,Middle-aged,7500.0,Poor,2,2013-12-26,54,Thursday,December,5.0,3.0,10.0,12.0,7.0,20.0,57.0,4,3,1,3,7,11,0,0,0,0,0,0
240,1968,Undergraduate,46,Middle-aged,73455.0,Middle,1,2013-10-28,98,Monday,October,901.0,61.0,757.0,186.0,163.0,20.0,2088.0,1,6,5,10,3,22,0,1,0,0,0,1
241,1958,Undergraduate,56,Middle-aged,64961.0,Middle,3,2012-12-23,97,Sunday,December,382.0,114.0,276.0,75.0,124.0,38.0,1009.0,2,6,4,4,3,16,0,0,0,0,0,0
242,1971,Undergraduate,43,Middle-aged,22804.0,Poor,2,2013-07-31,75,Wednesday,July,14.0,1.0,7.0,2.0,1.0,1.0,26.0,1,2,0,2,9,5,0,0,0,0,0,0
243,1990,Undergraduate,24,Young Adults,73687.0,Middle,2,2013-11-28,8,Thursday,November,559.0,153.0,503.0,218.0,13.0,181.0,1627.0,1,3,9,9,2,22,0,0,0,1,0,1
244,1958,Undergraduate,56,Middle-aged,61074.0,Middle,3,2012-08-17,37,Friday,August,789.0,0.0,133.0,0.0,28.0,152.0,1102.0,7,11,5,8,7,31,0,0,0,0,0,0
245,1964,Postgraduate,50,Middle-aged,31686.0,Lower Middle,4,2014-06-05,31,Thursday,June,11.0,0.0,5.0,0.0,0.0,1.0,17.0,2,1,0,3,6,6,0,0,0,0,0,0
246,1972,Undergraduate,42,Middle-aged,80134.0,Middle,3,2013-05-20,40,Monday,May,1218.0,16.0,272.0,104.0,0.0,80.0,1690.0,2,5,3,6,6,16,0,1,1,1,0,3
247,1953,Undergraduate,61,Old,75027.0,Middle,3,2013-01-09,74,Wednesday,January,925.0,64.0,179.0,133.0,12.0,77.0,1390.0,2,9,4,6,5,21,0,0,0,0,0,0
248,1988,Postgraduate,26,Young Adults,67546.0,Middle,2,2012-08-31,90,Friday,August,864.0,134.0,768.0,150.0,38.0,172.0,2126.0,1,4,10,5,3,20,0,0,0,0,0,0
249,1969,Postgraduate,45,Middle-aged,65176.0,Middle,3,2012-10-29,57,Monday,October,960.0,28.0,183.0,220.0,70.0,70.0,1531.0,4,9,6,6,6,25,0,0,0,0,0,0
250,1975,Postgraduate,39,Young Adults,31160.0,Lower Middle,2,2013-09-16,59,Monday,September,16.0,3.0,25.0,6.0,1.0,13.0,64.0,2,2,0,3,8,7,0,0,0,0,0,0
251,1985,Undergraduate,29,Young Adults,29938.0,Poor,2,2013-10-27,52,Sunday,October,3.0,3.0,7.0,0.0,2.0,11.0,26.0,2,1,0,3,6,6,0,0,0,0,0,0
252,1974,Undergraduate,40,Middle-aged,102692.0,Upper Middle,1,2013-04-05,5,Friday,April,168.0,148.0,444.0,32.0,172.0,148.0,1112.0,1,6,9,13,2,29,0,1,1,1,1,4
253,1958,Postgraduate,56,Middle-aged,26490.0,Poor,2,2012-09-22,92,Saturday,September,45.0,47.0,52.0,21.0,20.0,25.0,210.0,2,3,1,5,6,11,0,0,0,0,0,0
254,1967,Undergraduate,47,Middle-aged,75702.0,Middle,4,2012-08-29,77,Wednesday,August,650.0,28.0,353.0,45.0,42.0,30.0,1148.0,5,4,6,11,8,26,0,0,0,0,0,0
255,1974,Postgraduate,40,Middle-aged,30899.0,Lower Middle,2,2012-10-13,35,Saturday,October,24.0,0.0,8.0,0.0,0.0,1.0,33.0,2,1,0,3,6,6,0,0,0,0,0,0
256,1961,Postgraduate,53,Middle-aged,63342.0,Middle,3,2012-10-16,48,Tuesday,October,918.0,21.0,118.0,13.0,10.0,21.0,1101.0,3,8,3,5,6,19,0,1,0,0,0,1
257,1964,Undergraduate,50,Middle-aged,45989.0,Lower Middle,2,2012-10-22,97,Monday,October,138.0,33.0,87.0,28.0,24.0,12.0,322.0,4,3,2,7,3,16,0,0,0,0,0,0
258,1964,Undergraduate,50,Middle-aged,18701.0,Poor,3,2013-06-04,95,Tuesday,June,12.0,4.0,2.0,10.0,6.0,10.0,44.0,4,2,0,4,5,10,0,0,0,0,0,0
259,1957,Postgraduate,57,Middle-aged,40737.0,Lower Middle,4,2013-12-08,24,Sunday,December,11.0,0.0,4.0,0.0,0.0,2.0,17.0,1,1,0,2,8,4,0,0,0,0,0,0
260,1979,Undergraduate,35,Young Adults,15287.0,Poor,2,2012-10-10,60,Wednesday,October,1.0,2.0,8.0,4.0,3.0,13.0,31.0,2,1,1,2,7,6,1,0,0,0,0,1
261,1968,Postgraduate,46,Middle-aged,69674.0,Middle,3,2013-05-22,46,Wednesday,May,554.0,41.0,215.0,11.0,0.0,24.0,845.0,3,10,2,10,5,25,0,0,0,0,0,0
262,1970,Postgraduate,44,Middle-aged,44159.0,Lower Middle,3,2014-06-17,85,Tuesday,June,167.0,2.0,62.0,24.0,13.0,7.0,275.0,4,4,1,6,5,15,0,0,0,0,0,0
263,1978,Postgraduate,36,Young Adults,37717.0,Lower Middle,3,2012-11-23,31,Friday,November,9.0,0.0,6.0,4.0,1.0,5.0,25.0,1,1,0,2,9,4,0,0,0,0,0,0
264,1952,Postgraduate,62,Old,43776.0,Lower Middle,4,2013-02-03,9,Sunday,February,177.0,2.0,71.0,3.0,2.0,20.0,275.0,6,5,2,4,8,17,0,0,0,0,0,0
265,1966,Postgraduate,48,Middle-aged,38179.0,Lower Middle,4,2013-03-14,30,Thursday,March,38.0,4.0,22.0,4.0,2.0,20.0,90.0,4,3,1,3,7,11,0,0,0,0,0,0
266,1963,Undergraduate,51,Middle-aged,80124.0,Middle,2,2014-06-26,47,Thursday,June,483.0,84.0,398.0,205.0,84.0,241.0,1495.0,1,3,7,8,1,19,1,0,0,0,0,1
267,1970,Postgraduate,44,Middle-aged,38097.0,Lower Middle,4,2012-10-15,70,Monday,October,77.0,2.0,35.0,0.0,1.0,69.0,184.0,4,3,2,2,7,11,1,0,0,0,0,1
268,1970,Undergraduate,44,Middle-aged,72940.0,Middle,2,2013-06-19,13,Wednesday,June,182.0,74.0,298.0,162.0,149.0,116.0,981.0,1,3,3,6,1,13,0,0,0,0,0,0
269,1970,Undergraduate,44,Middle-aged,22070.0,Poor,3,2013-10-04,11,Friday,October,10.0,7.0,19.0,8.0,2.0,21.0,67.0,2,2,2,2,6,8,0,0,0,0,0,0
270,1953,Undergraduate,61,Old,69267.0,Middle,1,2012-09-22,31,Saturday,September,778.0,44.0,499.0,95.0,73.0,146.0,1635.0,2,3,4,5,7,14,0,0,0,0,0,0
271,1983,Postgraduate,31,Young Adults,31788.0,Lower Middle,2,2014-03-20,15,Thursday,March,16.0,7.0,23.0,0.0,8.0,6.0,60.0,3,3,0,4,5,10,0,0,0,0,0,0
272,1975,Postgraduate,39,Young Adults,61905.0,Middle,3,2014-02-04,2,Tuesday,February,167.0,0.0,43.0,6.0,2.0,13.0,231.0,2,4,2,4,5,12,0,0,0,0,0,0
273,1960,Undergraduate,54,Middle-aged,29315.0,Poor,4,2014-04-06,55,Sunday,April,13.0,2.0,14.0,8.0,7.0,4.0,48.0,4,2,0,4,6,10,0,0,0,0,0,0
